TimeStamp,IsCommanded,Channel1,Channel2,Channel3,Channel4,utc_time,local_time,x_val,v1_shift,v3_shift,y_val,v4_shift,v2_shift,x_val_lin,x_mcp,x_mcp_lin,x_mcp_nln,y_val_lin,y_mcp,y_mcp_lin,y_mcp_nln,lexi_x_deg,lexi_y_deg,r_det_cm,theta_det_deg,r_J2000_deg,theta_J2000_deg,x_J2000_deg,y_J2000_deg,ra_J2000_deg,dec_J2000_deg
95.999,True,1.065697,1.100194,1.138616,1.129734,2024-01-20 22:58:02.814298,2024-01-20 17:58:02.814298,-0.32089033155578933,0.005696999999999841,-0.0013840000000000519,-2.6944444444224285,-0.00026600000000032153,0.00019399999999980544,-0.7552059391468321,-67.93713554370726,-102.05262651998365,-102.0141088441166,-2.713455836447976,-255.95081110938176,-257.4441559529885,-257.51168337119657,-123.77711873086149,-312.44750915705185,276.9822114792332,-1.947982210008786,336.0717499281363,-1.947982210008786,-123.7771187308615,-312.4475091570518,208.2589580691385,-328.1816571670518
96.999,True,1.065559,1.100125,1.138685,1.129665,2024-01-20 22:58:03.806298,2024-01-20 17:58:03.806298,-0.3098491988690557,0.00555899999999987,-0.0013150000000001771,-0.5952380952363834,-0.0003350000000004183,0.00012499999999993072,-0.4041553734121104,-67.06985457116433,-74.47760458152128,-74.43908690565424,-0.6266435931943031,-91.05815238081792,-93.5250542454125,-93.59258166362055,-90.31942544552714,-113.55899908519294,119.58573912389816,-2.242696950898258,145.09736347032978,-2.242696950898258,-90.31942544552716,-113.55899908519295,241.71665135447284,-129.29314709519295
97.999,True,1.065766,1.100125,1.138685,1.129458,2024-01-20 22:58:04.813973,2024-01-20 17:58:04.813973,-0.29543922714002424,0.005765999999999938,-0.0013150000000001771,-0.29976019184611674,-0.0005420000000002645,0.00012499999999993072,-0.3420566620439779,-65.9379512918489,-69.59975080355446,-69.56123312768742,-0.33144660732843323,-67.84836306951246,-70.33733100564842,-70.40485842385647,-84.40096286159407,-85.42456155427918,98.97277021447742,-2.350167208362744,120.08696119356594,-2.350167208362744,-84.40096286159405,-85.42456155427918,247.63511393840594,-101.15870956427918
98.999,True,1.065559,1.100056,1.138547,1.129665,2024-01-20 22:58:05.805873,2024-01-20 17:58:05.805873,-0.3538723818802356,0.00555899999999987,-0.0014530000000001486,-0.2007168458771207,-0.0003350000000004183,5.599999999983396e-05,-0.38366834669770755,-70.52787559669251,-72.86834863310493,-72.82983095723789,-0.2396999549054466,-60.06850824364783,-63.13063145782282,-63.198158876030874,-88.36686156144864,-76.68043276958413,96.42713084282808,-2.4268830594798962,116.99825208929808,-2.4268830594798962,-88.36686156144863,-76.68043276958414,243.66921523855137,-92.41458077958414
99.999,True,1.065628,1.100194,1.138823,1.129665,2024-01-20 22:58:06.813698,2024-01-20 17:58:06.813698,-0.2644349584363669,0.005627999999999966,-0.0011770000000002057,-1.375886524815335,-0.0003350000000004183,0.00019399999999980544,-0.485837780766915,-63.502565985176616,-80.89375767924118,-80.85524000337413,-1.3970450547624411,-152.37808652424454,-154.04008905158975,-154.1076164697978,-98.10435787076062,-186.98390798335467,174.03082281597568,-2.0539825452718743,211.1573983500505,-2.0539825452718743,-98.10435787076064,-186.98390798335464,233.93171892923937,-202.71805599335465
100.999,True,1.065559,1.100263,1.138685,1.129734,2024-01-20 22:58:07.810348,2024-01-20 17:58:07.810348,-0.3098491988690557,0.00555899999999987,-0.0013150000000001771,-87.6666666543802,-0.00026600000000032153,0.0002629999999999022,-14.513209657135773,-67.06985457116433,-1182.743818568015,-1182.705300892148,-87.131846652418,-6930.518865701563,-6888.508754547433,-6888.576281965641,-1435.0157650824729,-8358.139222118312,6989.368714069817,-1.7408293499765075,8480.434039738044,-1.7408293499765075,-1435.015765082472,-8358.13922211831,-1102.979688282472,-8373.87337012831
101.999,True,1.065628,1.100056,1.138616,1.129734,2024-01-20 22:58:08.813373,2024-01-20 17:58:08.813373,-0.3261074458058623,0.005627999999999966,-0.0013840000000000519,-0.26666666666525685,-0.00026600000000032153,5.599999999983396e-05,-0.366956972038747,-68.34693986805048,-71.55567015364358,-71.51715247777653,-0.3020598660369301,-65.24886666655591,-68.02900247720086,-68.0965298954089,-86.77414500636887,-82.62378960642948,98.75140749541677,-2.3806902152968936,119.81837442777235,-2.3806902152968936,-86.77414500636885,-82.62378960642947,245.26193179363113,-98.35793761642947
102.999,True,1.065697,1.100056,1.138823,1.129458,2024-01-20 22:58:09.805198,2024-01-20 17:58:09.805198,-0.26039823008856205,0.005696999999999841,-0.0011770000000002057,-0.11522633744811595,-0.0005420000000002645,5.599999999983396e-05,-0.277577041206884,-63.185480973456556,-64.53487658680073,-64.4963589109337,-0.14412335907127363,-53.3532288065495,-55.62308985504853,-55.690617273256585,-78.25558214526622,-67.57128229155133,85.21282277359623,-2.4293308307513377,103.3915582986301,-2.4293308307513377,-78.25558214526622,-67.57128229155133,253.7804946547338,-83.30543030155133
103.999,True,1.065628,1.099919,1.138754,1.129734,2024-01-20 22:58:10.813198,2024-01-20 17:58:10.813198,-0.2843450479233484,0.005627999999999966,-0.0012460000000000804,0.23342939481245883,-0.00026600000000032153,-8.099999999999774e-05,-0.24471110725439094,-65.06650351437902,-61.95325747483241,-61.91473979896538,0.1995387197519202,-25.966321037481354,-28.628433563486666,-28.695960981694718,-75.12321762274466,-34.817765991122926,68.24143302302885,-2.707589233059897,82.799605401275,-2.707589233059897,-75.12321762274465,-34.81776599112293,256.9128591772553,-50.55191400112293
104.999,True,1.065628,1.100056,1.138754,1.129665,2024-01-20 22:58:11.804973,2024-01-20 17:58:11.804973,-0.2843450479233484,0.005627999999999966,-0.0012460000000000804,-0.2007168458771207,-0.0003350000000004183,5.599999999983396e-05,-0.3150601640957304,-65.06650351437902,-67.47917588971963,-67.44065821385259,-0.23178426793445497,-60.06850824364783,-62.50885424625143,-62.57638166445948,-81.8279986328078,-75.9260097528775,92.00024957864943,-2.393589657344903,111.62696948876132,-2.393589657344903,-81.82799863280782,-75.92600975287752,250.20807816719218,-91.66015776287752
105.999,True,1.06549,1.099988,1.138823,1.129458,2024-01-20 22:58:12.812698,2024-01-20 17:58:12.812698,-0.27289589612804616,0.005489999999999995,-0.0011770000000002057,0.021660649819701498,-0.0005420000000002645,-1.2000000000123023e-05,-0.26772832068444896,-64.16717264085803,-63.76125958976347,-63.722741913896435,-0.00954940716025408,-42.60075595666244,-45.05230593243795,-45.119833350646005,-77.31692685552768,-54.74539779878382,78.07936474264581,-2.5254745243982795,94.73629588774358,-2.5254745243982795,-77.31692685552768,-54.745397798783806,254.7273096444723,-70.47610114878381
106.999,True,1.065697,1.099919,1.138823,1.129527,2024-01-20 22:58:13.804548,2024-01-20 17:58:13.804548,-0.26039823008856205,0.005696999999999841,-0.0011770000000002057,0.14620938628148208,-0.0004730000000003898,-8.099999999999774e-05,-0.23521399653373992,-63.185480973456556,-61.20725942772527,-61.168741751858235,0.11561224814691082,-32.81745270758958,-35.22085790806015,-35.2883853262682,-74.218073325588,-42.81657419587208,70.61788092573089,-2.61832995045618,85.68302885655348,-2.61832995045618,-74.218073325588,-42.81657419587208,257.82616317441205,-58.54727754587208
107.999,True,1.065559,1.100056,1.138754,1.129458,2024-01-20 22:58:14.812373,2024-01-20 17:58:14.812373,-0.2888940412706101,0.00555899999999987,-0.0012460000000000804,-0.11522633744811595,-0.0005420000000002645,5.599999999983396e-05,-0.3056961377651053,-65.42382694180642,-66.74363162144903,-66.70511394558199,-0.1473676071743498,-53.3532288065495,-55.877925543545174,-55.945452961753226,-80.93553825397281,-67.88048292692724,87.06012826540528,-2.443696621960283,105.63295562869175,-2.443696621960283,-80.93553825397281,-67.88048292692726,251.1086982460272,-83.61118627692726
108.999,True,1.065697,1.099988,1.138685,1.129527,2024-01-20 22:58:15.804373,2024-01-20 17:58:15.804373,-0.300091282519461,0.005696999999999841,-0.0013150000000001771,0.02474226804146461,-0.0004730000000003898,-1.2000000000123023e-05,-0.29406483865111477,-66.30337024190366,-65.82999307604507,-65.79147540017803,-0.009584023442449671,-42.358694845342946,-45.05502504140442,-45.12255245961247,-79.82699015221601,-54.7486969843298,79.77821115945575,-2.5404320835328495,96.79756287347298,-2.5404320835328495,-79.82699015221601,-54.748696984329804,252.217246347784,-70.47940033432981
109.999,True,1.065559,1.099988,1.138616,1.129389,2024-01-20 22:58:16.812148,2024-01-20 17:58:16.812148,-0.3314970059880508,0.00555899999999987,-0.0013840000000000519,0.019261637239347824,-0.0006110000000003613,-1.2000000000123023e-05,-0.32594345987062484,-68.7702898203614,-68.33405877283758,-68.29554109697054,-0.018604555319359242,-42.78919839484922,-45.76358782033566,-45.83111523854371,-82.86525653099092,-55.60841982276637,82.248234374585,-2.550547513454642,99.79452437449646,-2.550547513454642,-82.86525653099092,-55.60841982276637,249.1789799690091,-71.33912317276638
110.999,True,1.065628,1.099919,1.138754,1.129458,2024-01-20 22:58:17.804048,2024-01-20 17:58:17.804048,-0.2843450479233484,0.005627999999999966,-0.0012460000000000804,0.1300160513643076,-0.0005420000000002645,-8.099999999999774e-05,-0.2614682054267293,-65.06650351437902,-63.26952753626959,-63.23100986040256,0.09679787327621228,-34.08943916533363,-36.69872705415352,-36.766254472361574,-76.7202919639551,-44.60972209313204,73.14313416782721,-2.6149176384741715,88.74700279029702,-2.6149176384741715,-76.72029196395509,-44.60972209313205,255.3239445360449,-60.34042544313205
111.999,True,1.065697,1.100125,1.138754,1.129665,2024-01-20 22:58:18.811748,2024-01-20 17:58:18.811748,-0.2799370927881706,0.005696999999999841,-0.0012460000000000804,-0.5952380952363834,-0.0003350000000004183,0.00012499999999993072,-0.37463870537361454,-64.7202586385108,-72.15907030709742,-72.12055263123038,-0.6232380999169943,-91.05815238081792,-93.2575527484799,-93.32508016668794,-87.50627052589287,-113.23443060224804,117.94466795897473,-2.2287232934704204,143.106197123556,-2.2287232934704204,-87.50627052589289,-113.23443060224801,244.53796597410712,-128.965133952248
112.999,True,1.06549,1.100056,1.138754,1.129596,2024-01-20 22:58:19.803573,2024-01-20 17:58:19.803573,-0.29359095193216433,0.005489999999999995,-0.0012460000000000804,-0.16091954022919566,-0.000404000000000293,5.599999999983396e-05,-0.31773508184636,-65.7927692742715,-67.68929067903159,-67.65077300316455,-0.1932984103365621,-56.942429885003314,-59.48579013193695,-59.553317550145,-82.08293791050632,-72.25802529417594,90.1289338622959,-2.419765907807378,109.35643975291903,-2.419765907807378,-82.08293791050633,-72.25802529417595,249.96129858949368,-87.98872864417595
113.999,True,1.065628,1.100125,1.138823,1.129734,2024-01-20 22:58:20.811573,2024-01-20 17:58:20.811573,-0.2644349584363669,0.005627999999999966,-0.0011770000000002057,-0.8865248226920869,-0.00026600000000032153,0.00012499999999993072,-0.4065416105548638,-63.502565985176616,-74.66504350908455,-74.62652583321751,-0.9108656717881006,-113.93872482246341,-115.8506985189553,-115.91822593716334,-90.54685134430392,-140.64744747042485,137.8628066679158,-2.1427907393040115,167.27353875707118,-2.1427907393040115,-90.54685134430389,-140.64744747042488,241.49738515569612,-156.37815082042488
114.999,True,1.065835,1.100125,1.138616,1.129665,2024-01-20 22:58:21.803298,2024-01-20 17:58:21.803298,-0.31094136149181245,0.005835000000000035,-0.0013840000000000519,-0.5952380952363834,-0.0003350000000004183,0.00012499999999993072,-0.40523309764499427,-67.15564394518186,-74.5622598200143,-74.52374214414726,-0.626767935908904,-91.05815238081792,-93.53482136564439,-93.60234878385243,-90.42214046823202,-113.57084985774095,119.64609413190769,-2.2431998907858515,145.17059421338132,-2.2431998907858515,-90.422140468232,-113.57084985774098,241.62209603176802,-129.301553207741
115.999,True,1.065559,1.099919,1.138616,1.129596,2024-01-20 22:58:22.811073,2024-01-20 17:58:22.811073,-0.3314970059880508,0.00555899999999987,-0.0013840000000000519,0.16701030927824573,-0.000404000000000293,-8.099999999999774e-05,-0.30200226505344185,-68.7702898203614,-66.45347791994786,-66.41496024408082,0.1281833071052697,-31.183540206193793,-34.23340122688106,-34.30092864508911,-80.58348509615139,-41.618460089374786,74.74958628740583,-2.6648608518146935,90.69616469538575,-2.6648608518146935,-80.5834850961514,-41.61846008937478,251.4607514038486,-57.34916343937478
116.999,True,1.065559,1.09985,1.138754,1.129458,2024-01-20 22:58:23.803048,2024-01-20 17:58:23.803048,-0.2888940412706101,0.00555899999999987,-0.0012460000000000804,0.21676300578037094,-0.0005420000000002645,-0.0001500000000000945,-0.2519005845883613,-65.42382694180642,-62.51799091941578,-62.479473243548746,0.18246280935512224,-27.275465895951857,-29.96974632515514,-30.03727374336319,-75.80842753550581,-36.44522547528067,69.32476030052365,-2.6934598280341713,84.1140424979687,-2.6934598280341713,-75.80842753550581,-36.445225475280665,256.2358089644942,-52.175928825280664
117.999,True,1.065766,1.100125,1.138685,1.129665,2024-01-20 22:58:24.810873,2024-01-20 17:58:24.810873,-0.29543922714002424,0.005765999999999938,-0.0013150000000001771,-0.5952380952363834,-0.0003350000000004183,0.00012499999999993072,-0.3899359015093367,-65.9379512918489,-73.3606650635584,-73.32214738769136,-0.6250030179129529,-91.05815238081792,-93.39618705706245,-93.46371447527049,-88.96420549706552,-113.40264022999487,118.79226919735653,-2.2360134276698593,144.13461995945926,-2.2360134276698593,-88.9642054970655,-113.40264022999487,243.0800310029345,-129.1333435799949
118.999,True,1.065628,1.09985,1.138754,1.129527,2024-01-20 22:58:25.802573,2024-01-20 17:58:25.802573,-0.2843450479233484,0.005627999999999966,-0.0012460000000000804,0.24077046548953115,-0.0004730000000003898,-0.0001500000000000945,-0.24352156016187812,-65.06650351437902,-61.859818550715524,-61.82130087484849,0.2068320514463795,-25.38967993579732,-28.055542358886886,-28.123069777094937,-75.00984506148284,-34.122657996208524,67.91745206900723,-2.71466385872745,82.40650851039544,-2.71466385872745,-75.00984506148285,-34.12265799620852,257.03439143851716,-49.853361346208516
119.999,True,1.065697,1.099919,1.138892,1.129527,2024-01-20 22:58:26.810423,2024-01-20 17:58:26.810423,-0.24144693833082884,0.005696999999999841,-0.001108000000000109,0.14620938628148208,-0.0004730000000003898,-8.099999999999774e-05,-0.2165132408530439,-61.696857005886606,-59.7383150690066,-59.69979739313957,0.11776985271352874,-32.81745270758958,-35.05137806935231,-35.11890548756036,-72.43575417034268,-42.61093865823991,69.26328992638244,-2.609851442927275,84.0394584440107,-2.609851442927275,-72.43575417034269,-42.61093865823991,259.6084823296573,-58.34164200823991
120.999,True,1.065766,1.100056,1.138547,1.129527,2024-01-20 22:58:27.802173,2024-01-20 17:58:27.802173,-0.3368884766984047,0.005765999999999938,-0.0014530000000001486,-0.13429256594666503,-0.0004730000000003898,5.599999999983396e-05,-0.35614557842244937,-69.19378984465969,-70.70643518508341,-70.66791750921637,-0.17177401446242724,-54.850881055110534,-57.79504883602365,-57.862576254231705,-85.74373991118253,-70.20659252180114,91.33472666990463,-2.455495622912745,110.81946835948429,-2.455495622912745,-85.74373991118254,-70.20659252180113,246.30049658881745,-85.93729587180113
121.999,True,1.065697,1.099988,1.13841,1.129527,2024-01-20 22:58:28.810248,2024-01-20 17:58:28.810248,-0.3871439006574975,0.005696999999999841,-0.0015900000000002024,0.02474226804146461,-0.0004730000000003898,-1.2000000000123023e-05,-0.37996662117736646,-73.14135339664642,-72.57757809348213,-72.53906041761509,-0.019494964017465123,-42.358694845342946,-45.833529423571875,-45.901056841779926,-88.01405997337298,-55.693282301359645,85.84184472308785,-2.577420348737445,104.1547715973466,-2.577420348737445,-88.01405997337298,-55.69328230135966,244.03017652662703,-71.42398565135966
