TimeStamp,IsCommanded,Channel1,Channel2,Channel3,Channel4,utc_time,local_time,x_val,v1_shift,v3_shift,y_val,v4_shift,v2_shift,x_val_lin,x_mcp,x_mcp_lin,x_mcp_nln,y_val_lin,y_mcp,y_mcp_lin,y_mcp_nln,lexi_x_deg,lexi_y_deg,r_det_cm,theta_det_deg,r_J2000_deg,theta_J2000_deg,x_J2000_deg,y_J2000_deg,ra_J2000_deg,dec_J2000_deg
74.999,True,1.06611,1.099988,1.138685,1.129734,2024-01-20 22:57:41.810098,2024-01-20 17:57:41.810098,-0.2742440041710678,0.006109999999999838,-0.0013150000000001771,0.04316546762627278,-0.00026600000000032153,-1.2000000000123023e-05,-0.26557396606176503,-64.27306652763738,-63.59203503415165,-63.553517358284616,0.011662082715423058,-40.91155251795627,-43.38614340270352,-43.45367082091157,-77.11160106138533,-52.72378726270604,76.98877240495477,-2.5418674093325038,93.41304385134512,-2.5418674093325038,-77.11160106138533,-52.723787262706026,254.92447573861466,-68.45793527270602
75.999,True,1.065835,1.099988,1.138547,1.129734,2024-01-20 22:57:42.801573,2024-01-20 17:57:42.801573,-0.33158375171158977,0.005835000000000035,-0.0014530000000001486,0.04316546762627278,-0.00026600000000032153,-1.2000000000123023e-05,-0.3221556821398013,-68.77710369694537,-68.03652883208139,-67.99801115621435,0.005133952457934632,-40.91155251795627,-43.898928034429225,-43.96645545263728,-82.50425353620675,-53.3459659491999,80.97393856216573,-2.5676222836125095,98.24837878876109,-2.5676222836125095,-82.50425353620675,-53.345965949199915,249.53182326379323,-69.08011395919992
76.999,True,1.065903,1.100125,1.138754,1.129734,2024-01-20 22:57:43.809623,2024-01-20 17:57:43.809623,-0.26755421945460683,0.005902999999999992,-0.0012460000000000804,-0.8865248226920869,-0.00026600000000032153,0.00012499999999993072,-0.4096196349424427,-63.747583938159366,-74.90682232472888,-74.86830464886184,-0.9112207996550272,-113.93872482246341,-115.8785938129024,-115.94612123111044,-90.84020964061904,-140.681293760414,138.0172672875903,-2.1441542879399833,167.46095097560956,-2.1441542879399833,-90.840209640619,-140.681293760414,241.195867159381,-156.41544177041402
77.999,True,1.065903,1.100056,1.138685,1.129803,2024-01-20 22:57:44.801373,2024-01-20 17:57:44.801373,-0.28661726242376423,0.005902999999999992,-0.0013150000000001771,-0.397163120564472,-0.00019700000000044682,5.599999999983396e-05,-0.34913449427078913,-65.24498596338668,-70.15571452497049,-70.11719684910345,-0.42721174411838675,-75.49936312033927,-77.85968250049928,-77.92720991870732,-85.07553217691219,-94.55168136803155,104.82877152619027,-2.3034888181567976,127.19224278511086,-2.3034888181567976,-85.07553217691219,-94.55168136803157,246.9605446230878,-110.28582937803156
78.999,True,1.065972,1.100401,1.138754,1.129734,2024-01-20 22:57:45.809323,2024-01-20 17:57:45.809323,-0.26364790520527653,0.005971999999999866,-0.0012460000000000804,2.9703703703792885,-0.00026600000000032153,0.0004009999999998737,0.21920633491779712,-63.44074295387447,-25.51254239220704,-25.47402471634,2.921037737853091,189.0203925932931,185.1453143083603,185.07778689015225,-30.908483322492536,224.56104809338476,186.82267832199952,1.7075764547916261,226.67818303069276,1.7075764547916261,-30.90848332249252,224.56104809338473,301.12759347750745,208.82690008338471
79.999,True,1.065835,1.100125,1.138685,1.129871,2024-01-20 22:57:46.801023,2024-01-20 17:57:46.801023,-0.2909292035398714,0.005835000000000035,-0.0013150000000001771,-31.24999999734934,-0.0001290000000002678,0.00012499999999993072,-5.352783119039562,-65.5836889380569,-463.19231400055753,-463.1537963246905,-31.079903537189594,-2498.989699791791,-2485.6286228462427,-2485.696150264451,-561.9599395406245,-3015.9779956542006,2528.4771682753008,-1.755011453413698,3067.8856308406985,-1.755011453413698,-561.9599395406245,-3015.9779956542006,-229.92386274062454,-3031.7121436642005
80.999,True,1.066041,1.100194,1.138685,1.129527,2024-01-20 22:57:47.808873,2024-01-20 17:57:47.808873,-0.2782479898434695,0.006040999999999963,-0.0013150000000001771,-0.695340501789961,-0.0004730000000003898,0.00019399999999980544,-0.3891925263277841,-64.58757960220453,-73.30227294304744,-73.2637552671804,-0.7224972361504999,-98.92119641560144,-101.05435789962176,-101.12188531782981,-88.89335639084555,-122.6945541856335,124.8727893741532,-2.197782863241143,151.51231777397254,-2.197782863241143,-88.89335639084555,-122.69455418563349,243.14272040915444,-138.4287021956335
81.999,True,1.065903,1.100056,1.138685,1.129596,2024-01-20 22:57:48.800723,2024-01-20 17:57:48.800723,-0.28661726242376423,0.005902999999999992,-0.0013150000000001771,-0.16091954022919566,-0.000404000000000293,5.599999999983396e-05,-0.31085358451326095,-65.24498596338668,-67.14874906351665,-67.1102313876496,-0.19250445578603076,-56.942429885003314,-59.42342500199271,-59.49095242020076,-81.4270807503482,-72.18235560317693,89.6825321719144,-2.416305301081132,108.81480570192281,-2.416305301081132,-81.42708075034821,-72.18235560317692,250.60899604965178,-87.91650361317691
82.999,True,1.065903,1.100263,1.138823,1.129665,2024-01-20 22:57:49.808623,2024-01-20 17:57:49.808623,-0.24904782056713054,0.005902999999999992,-0.0011770000000002057,-3.652777777750236,-0.0003350000000004183,0.0002629999999999022,-0.8396015194858812,-62.2939063055481,-108.68189935561597,-108.64338167974893,-3.657377858233094,-331.22789444228107,-331.5892307642095,-331.65675818241755,-131.82063643809536,-402.410199928,348.99797940802205,-1.8873579623025376,423.45088168173345,-1.8873579623025376,-131.82063643809542,-402.41019992799994,200.21544036190457,-418.14434793799995
83.999,True,1.065835,1.099919,1.138616,1.129734,2024-01-20 22:57:50.800498,2024-01-20 17:57:50.800498,-0.31094136149181245,0.005835000000000035,-0.0013840000000000519,0.23342939481245883,-0.00026600000000032153,-8.099999999999774e-05,-0.2709558175574799,-67.15564394518186,-64.01477946914005,-63.97626179327302,0.19651072945215056,-25.966321037481354,-28.86628220153357,-28.93380961974162,-77.62453097583793,-35.10635567195317,70.21486603385965,-2.716862126728737,85.19403745441637,-2.716862126728737,-77.62453097583793,-35.10635567195318,254.41154582416206,-50.84050368195318
84.999,True,1.065972,1.100194,1.138754,1.129734,2024-01-20 22:57:51.808223,2024-01-20 17:57:51.808223,-0.26364790520527653,0.005971999999999866,-0.0012460000000000804,-2.6944444444224285,-0.00026600000000032153,0.00019399999999980544,-0.6987202576726731,-63.44074295387447,-97.61567624018848,-97.57715856432144,-2.70693878620797,-255.95081110938176,-256.93224165663605,-256.9997690748441,-118.39361905804334,-311.8263864774775,274.90031498346804,-1.933661937332078,333.54571551327456,-1.933661937332078,-118.39361905804337,-311.82638647747757,213.6424577419566,-327.5605344874776
85.999,True,1.065972,1.100263,1.138823,1.129665,2024-01-20 22:57:52.800048,2024-01-20 17:57:52.800048,-0.24546402502612907,0.005971999999999866,-0.0011770000000002057,-3.652777777750236,-0.0003350000000004183,0.0002629999999999022,-0.8360651017219318,-62.01239916580244,-108.40411374025774,-108.3655960643907,-3.656969843110751,-331.22789444228107,-331.5571811763495,-331.62470859455755,-131.48358989146072,-402.3713130947298,348.88113987548235,-1.886629904047083,423.30911638225194,-1.886629904047083,-131.4835898914607,-402.3713130947298,200.5524869085393,-418.10546110472984
86.999,True,1.066041,1.100194,1.138685,1.129596,2024-01-20 22:57:53.807998,2024-01-20 17:57:53.807998,-0.2782479898434695,0.006040999999999963,-0.0013150000000001771,-0.9238095238064524,-0.000404000000000293,0.00019399999999980544,-0.42621364665533634,-64.58757960220453,-76.21028194477667,-76.17176426890963,-0.949480524116818,-116.86743809499683,-118.88389516937605,-118.95142258758409,-92.42174064627702,-144.32772607293538,141.25005701750476,-2.1403650543684827,171.38340251457245,-2.1403650543684827,-92.42174064627703,-144.32772607293535,239.61433615372295,-160.06187408293536
87.999,True,1.065903,1.100056,1.138892,1.129734,2024-01-20 22:57:54.799698,2024-01-20 17:57:54.799698,-0.23107403545362587,0.005902999999999992,-0.001108000000000109,-0.26666666666525685,-0.00026600000000032153,5.599999999983396e-05,-0.27317990337136716,-60.88206548488231,-64.18948140982089,-64.15096373395384,-0.29124031226832797,-65.24886666655591,-67.17912652867714,-67.24665394688519,-77.836502663864,-81.59260678888737,92.93792882912332,-2.3326391343682866,112.7646869793363,-2.3326391343682866,-77.836502663864,-81.5926067888874,254.199574136136,-97.32675479888739
88.999,True,1.065835,1.100056,1.138892,1.129596,2024-01-20 22:57:55.807498,2024-01-20 17:57:55.807498,-0.23439813835416254,0.005835000000000035,-0.001108000000000109,-0.16091954022919566,-0.000404000000000293,5.599999999983396e-05,-0.2593247972638594,-61.14317376771947,-63.10116282507615,-63.06264514920912,-0.1865593085107066,-56.942429885003314,-58.956433683515996,-59.02396110172405,-76.51600944770706,-71.61573947009185,86.3754895636077,-2.3892629154345775,104.80226067051068,-2.3892629154345775,-76.51600944770706,-71.61573947009185,255.52006735229293,-87.34988748009185
89.999,True,1.065972,1.100194,1.138547,1.129803,2024-01-20 22:57:56.815123,2024-01-20 17:57:56.815123,-0.3215313122372736,0.005971999999999866,-0.0014530000000001486,-64.66666665277654,-0.00019700000000044682,0.00019399999999980544,-10.797817332705408,-67.98748457623785,-890.8997514840098,-890.8612338081427,-64.28274565943174,-5123.868865575597,-5093.711871548362,-5093.77939896657,-1080.91163035388,-6180.452337412771,5171.094884377813,-1.7439371942886672,6274.261793045081,-1.7439371942886672,-1080.9116303538794,-6180.452337412771,-748.8755535538794,-6196.1864854227715
90.999,True,1.065903,1.100056,1.138823,1.129871,2024-01-20 22:57:57.807248,2024-01-20 17:57:57.807248,-0.24904782056713054,0.005902999999999992,-0.0011770000000002057,-0.7671232876643994,-0.0001290000000002678,5.599999999983396e-05,-0.37201006591237235,-62.2939063055481,-71.95259067741685,-71.91407300154981,-0.7904887792962856,-104.55973424603856,-106.39509361372323,-106.46262103193128,-87.25574190854711,-129.17464685207662,128.47538119289956,-2.1648802016277515,155.88346251405147,-2.1648802016277515,-87.2557419085471,-129.17464685207662,244.7803348914529,-144.90879486207663
91.999,True,1.065697,1.099988,1.138823,1.129734,2024-01-20 22:57:58.815173,2024-01-20 17:57:58.815173,-0.26039823008856205,0.005696999999999841,-0.0011770000000002057,0.04316546762627278,-0.00026600000000032153,-1.2000000000123023e-05,-0.25191123311263003,-63.185480973456556,-62.51882736099709,-62.48030968513006,0.013238424094716338,-40.91155251795627,-43.26232178736003,-43.32984920556808,-75.80944241795781,-52.573550369422605,76.03462981120528,-2.5352450935224207,92.25535083759574,-2.5352450935224207,-75.80944241795781,-52.57355036942262,256.22663438204216,-68.30769837942262
92.999,True,1.065903,1.100125,1.138823,1.129665,2024-01-20 22:57:59.806948,2024-01-20 17:57:59.806948,-0.24904782056713054,0.005902999999999992,-0.0011770000000002057,-0.5952380952363834,-0.0003350000000004183,0.00012499999999993072,-0.3441577893313366,-62.2939063055481,-69.76479435197649,-69.72627667610945,-0.6197213562746289,-91.05815238081792,-92.98131253537208,-93.04883995358013,-84.60121570034613,-112.89925914367723,116.27484799310784,-2.2138821898709735,141.08014889830417,-2.2138821898709735,-84.6012157003461,-112.89925914367724,247.4348610996539,-128.63340715367724
93.999,True,1.065903,1.100263,1.138892,1.129734,2024-01-20 22:58:00.814798,2024-01-20 17:58:00.814798,-0.23107403545362587,0.005902999999999992,-0.001108000000000109,-87.6666666543802,-0.00026600000000032153,0.0002629999999999022,-14.435475901380695,-60.88206548488231,-1176.6378320534536,-1176.5993143775866,-87.12287810006316,-6930.518865701563,-6887.80427475996,-6887.871802178168,-1427.6071681114718,-8357.28445330951,6987.643659334306,-1.7399851848054202,8478.340973325625,-1.7399851848054202,-1427.6071681114715,-8357.28445330951,-1095.5710913114715,-8373.01860131951
94.999,True,1.065766,1.100194,1.138754,1.129596,2024-01-20 22:58:01.806473,2024-01-20 17:58:01.806473,-0.2756637168141858,0.005765999999999938,-0.0012460000000000804,-0.9238095238064524,-0.000404000000000293,0.00019399999999980544,-0.4236635377154998,-64.38458495575429,-76.00997088755251,-75.97145321168547,-0.9491863046324341,-116.86743809499683,-118.86078422887769,-118.92831164708574,-92.1786965635117,-144.29968479846403,141.12265946445902,-2.139258033726884,171.22882681687696,-2.139258033726884,-92.17869656351172,-144.29968479846406,239.85738023648827,-160.03383280846407
