epoch_utc,ra_rad,dec_rad
1741476960.0,5.242822478680541,-0.43757586951924426
1741477020.0,5.242992541649905,-0.4375364481238414
1741477080.0,5.243162596054135,-0.43749701604995744
1741477140.0,5.24333264189269,-0.43745757329953494
1741477200.0,5.243502679165153,-0.43741811987452156
1741477260.0,5.243672707871033,-0.43737865577686
1741477320.0,5.243842728009842,-0.43733918100849795
1741477380.0,5.244012739581126,-0.4372996955713781
1741477440.0,5.2441827425844325,-0.4372601994674498
1741477500.0,5.244352737019238,-0.4372206926986557
1741477560.0,5.244522722885137,-0.43718117526694183
1741477620.0,5.244692700181612,-0.4371416471742525
1741477680.0,5.2448626689082225,-0.43710210842253727
1741477740.0,5.245032629064498,-0.43706255901373864
1741477800.0,5.245202580649986,-0.4370229989498044
1741477860.0,5.245372523664196,-0.4369834282326806
1741477920.0,5.2455424581066765,-0.43694384686431154
1741477980.0,5.245712383976972,-0.43690425484664325
1741478040.0,5.245882301274611,-0.43686465218162357
1741478100.0,5.2460522099991405,-0.43682503887119845
1741478160.0,5.246222110150089,-0.4367854149173122
1741478220.0,5.246392001727038,-0.43674578032191447
1741478280.0,5.2465618847294815,-0.4367061350869477
1741478340.0,5.246731759156982,-0.43666647921436147
1741478400.0,5.24690162500907,-0.43662681270610176
1741478460.0,5.247071482285325,-0.43658713556411477
1741478520.0,5.247241330985276,-0.43654744779034804
1741478580.0,5.247411171108453,-0.43650774938674614
1741478640.0,5.247581002654435,-0.4364680403552566
1741478700.0,5.247750825622736,-0.4364283206978274
1741478760.0,5.247920640012936,-0.4363885904164062
1741478820.0,5.248090445824562,-0.43634884951293745
1741478880.0,5.248260243057197,-0.43630909798936873
1741478940.0,5.248430031710369,-0.436269335847648
1741479000.0,5.248599811783627,-0.43622956308972294
1741479060.0,5.248769583276546,-0.4361897797175397
1741479120.0,5.248939346188661,-0.4361499857330459
1741479180.0,5.249109100519551,-0.4361101811381895
1741479240.0,5.2492788462687425,-0.43607036593491827
1741479300.0,5.249448583435819,-0.4360305401251764
1741479360.0,5.249618312020344,-0.4359907037109152
1741479420.0,5.249788032021863,-0.43595085669408074
1741479480.0,5.24995774343994,-0.43591099907662084
1741479540.0,5.250127446274122,-0.43587113086048324
1741479600.0,5.2502971405240055,-0.43583125204761575
1741479660.0,5.250466826189122,-0.43579136263996615
1741479720.0,5.25063650326905,-0.4357514626394822
1741479780.0,5.250806171763371,-0.43571155204811346
1741479840.0,5.2509758316716155,-0.4356716308678059
1741479900.0,5.251145482993382,-0.43563169910050753
1741479960.0,5.251315125728215,-0.4355917567481676
1741480020.0,5.251484759875697,-0.4355518038127341
1741480080.0,5.251654385435408,-0.43551184029615464
1741480140.0,5.251824002406895,-0.435471866200379
1741480200.0,5.251993610789757,-0.435431881527353
1741480260.0,5.252163210583539,-0.435391886279028
1741480320.0,5.252332801787841,-0.43535188045735007
1741480380.0,5.252502384402206,-0.43531186406427036
1741480440.0,5.252671958426237,-0.4352718371017351
1741480500.0,5.252841523859495,-0.4352317995716955
1741480560.0,5.2530110807015795,-0.43519175147609745
1741480620.0,5.253180628952037,-0.4351516928168907
1741480680.0,5.253350168610482,-0.43511162359602473
1741480740.0,5.2535196996764615,-0.4350715438154472
1741480800.0,5.253689222149575,-0.4350314534771096
1741480860.0,5.253858736029402,-0.4349913525829578
1741480920.0,5.254028241315507,-0.4349512411349431
1741480980.0,5.254197738007507,-0.4349111191350133
1741481040.0,5.254367226104964,-0.43487098658511797
1741481100.0,5.254536705607478,-0.43483084348720663
1741481160.0,5.2547061765146115,-0.43479068984323055
1741481220.0,5.254875638825981,-0.43475052565513583
1741481280.0,5.25504509254115,-0.43471035092487187
1741481340.0,5.255214537659734,-0.43467016565439004
1741481400.0,5.255383974181282,-0.43462996984563984
1741481460.0,5.25555340210544,-0.43458976350056916
1741481520.0,5.255722821431759,-0.4345495466211291
1741481580.0,5.255892232159835,-0.4345093192092693
1741481640.0,5.256061634289285,-0.4344690812669393
1741481700.0,5.2562310278196716,-0.4344288327960886
1741481760.0,5.2564004127506125,-0.4343885737986668
1741481820.0,5.256569789081706,-0.4343483042766233
1741481880.0,5.256739156812548,-0.4343080242319095
1741481940.0,5.2569085159427225,-0.43426773366647486
1741482000.0,5.257077866471844,-0.434227432582269
1741482060.0,5.257247208399512,-0.43418712098124307
1741482120.0,5.257416541725308,-0.43414679886534663
1741482180.0,5.257585866448847,-0.4341064662365293
1741482240.0,5.257755182569745,-0.43406612309674064
1741482300.0,5.257924490087584,-0.43402576944793353
1741482360.0,5.258093789001997,-0.4339854052920576
1741482420.0,5.258263079312547,-0.43394503063106227
1741482480.0,5.258432361018886,-0.4339046454668973
1741482540.0,5.258601634120578,-0.43386424980151544
1741482600.0,5.258770898617272,-0.43382384363686466
1741482660.0,5.258940154508551,-0.43378342697489797
1741482720.0,5.2591094017940305,-0.4337429998175666
1741482780.0,5.259278640473325,-0.4337025621668183
1741482840.0,5.259447870546053,-0.43366211402460614
1741482900.0,5.259617092011812,-0.43362165539287967
1741482960.0,5.259786304870201,-0.4335811862735902
1741483020.0,5.2599555091208865,-0.433540706668689
1741483080.0,5.2601247047634345,-0.43350021658012716
1741483140.0,5.260293891797494,-0.43345971600985445
1741483200.0,5.2604630702226665,-0.43341920495982383
1741483260.0,5.260632240038583,-0.4333786834319847
1741483320.0,5.260801401244842,-0.4333381514282903
1741483380.0,5.2609705538410605,-0.43329760895069
1741483440.0,5.26113969782689,-0.4332570560011352
1741483500.0,5.2613088332019435,-0.433216492581577
1741483560.0,5.2614779599658235,-0.4331759186939686
1741483620.0,5.261647078118162,-0.43313533434025947
1741483680.0,5.2618161876585905,-0.43309473952240257
1741483740.0,5.261985288586728,-0.43305413424234934
1741483800.0,5.2621543809022056,-0.43301351850204917
1741483860.0,5.262323464604641,-0.4329728923034568
1741483920.0,5.262492539693685,-0.43293225564852017
1741483980.0,5.262661606168953,-0.43289160853919567
1741484040.0,5.262830664030061,-0.43285095097743115
1741484100.0,5.262999713276661,-0.4328102829651796
1741484160.0,5.263168753908384,-0.43276960450439234
1741484220.0,5.263337785924849,-0.4327289155970223
1741484280.0,5.263506809325687,-0.43268821624502257
1741484340.0,5.263675824110551,-0.4326475064503427
1741484400.0,5.263844830279056,-0.43260678621493576
1741484460.0,5.26401382783087,-0.4325660555407529
1741484520.0,5.264182816765574,-0.43252531442974895
1741484580.0,5.264351797082856,-0.43248456288387344
1741484640.0,5.264520768782347,-0.4324438009050777
1741484700.0,5.264689731863681,-0.4324030284953164
1741484760.0,5.264858686326494,-0.43236224565654263
1741484820.0,5.265027632170433,-0.43232145239070585
1741484880.0,5.265196569395133,-0.43228064869975924
1741484940.0,5.2653654980002464,-0.4322398345856574
1741485000.0,5.265534417985423,-0.43219901005034994
1741485060.0,5.265703329350295,-0.43215817509578985
1741485120.0,5.265872232094498,-0.43211732972393196
1741485180.0,5.266041126217717,-0.43207647393672577
1741485240.0,5.266210011719568,-0.4320356077361278
1741485300.0,5.266378888599701,-0.43199473112408576
1741485360.0,5.2665477568577685,-0.43195384410255805
1741485420.0,5.266716616493438,-0.43191294667349234
1741485480.0,5.266885467506344,-0.43187203883884345
1741485540.0,5.267054309896136,-0.43183112060056617
1741485600.0,5.267223143662483,-0.43179019196060997
1741485660.0,5.267391968805037,-0.4317492529209297
1741485720.0,5.267560785323448,-0.4317083034834783
1741485780.0,5.267729593217366,-0.4316673436502088
1741485840.0,5.267898392486442,-0.4316263734230743
1741485900.0,5.2680671831303645,-0.43158539280402597
1741485960.0,5.268235965148763,-0.43154440179502046
1741486020.0,5.26840473854131,-0.43150340039800894
1741486080.0,5.268573503307653,-0.4314623886149445
1741486140.0,5.268742259447463,-0.4314213664477801
1741486200.0,5.2689110069604235,-0.4313803338984705
1741486260.0,5.2690797458461525,-0.43133929096896884
1741486320.0,5.2692484761043525,-0.4312982376612263
1741486380.0,5.269417197734656,-0.4312571739771994
1741486440.0,5.269585910736769,-0.43121609991883947
1741486500.0,5.2697546151103225,-0.4311750154881012
1741486560.0,5.2699233108550025,-0.4311339206869377
1741486620.0,5.270091997970461,-0.43109281551730183
1741486680.0,5.2702606764564,-0.4310516999811486
1741486740.0,5.270429346312454,-0.43101057408043086
1741486800.0,5.27059800753831,-0.4309694378171017
1741486860.0,5.270766660133634,-0.4309282911931158
1741486920.0,5.270935304098113,-0.4308871342104281
1741486980.0,5.2711039394314145,-0.4308459668709898
1741487040.0,5.271272566133209,-0.4308047891767556
1741487100.0,5.271441184203163,-0.43076360112968204
1741487160.0,5.2716097936409625,-0.4307224027317187
1741487220.0,5.271778394446295,-0.430681193984822
1741487280.0,5.271946986618826,-0.43063997489094685
1741487340.0,5.272115570158226,-0.4305987454520445
1741487400.0,5.272284145064215,-0.43055750567007134
1741487460.0,5.2724527113364275,-0.43051625554698053
1741487520.0,5.272621268974565,-0.43047499508472675
1741487580.0,5.272789817978297,-0.4304337242852648
1741487640.0,5.272958358347345,-0.43039244315054775
