TimeStamp,IsCommanded,Channel1,Channel2,Channel3,Channel4,utc_time,local_time,x_val,v1_shift,v3_shift,y_val,v4_shift,v2_shift,x_val_lin,x_mcp,x_mcp_lin,x_mcp_nln,y_val_lin,y_mcp,y_mcp_lin,y_mcp_nln
84.999,True,1.065972,1.100194,1.138754,1.129734,2024-01-20 22:57:51.808223,2024-01-20 17:57:51.808223,-0.26364790520527653,0.005971999999999866,-0.0012460000000000804,-2.6944444444224285,-0.00026600000000032153,0.00019399999999980544,-0.6987202576726731,-63.44074295387447,-97.61567624018848,-97.57715856432144,-2.70693878620797,-255.95081110938176,-256.93224165663605,-256.9997690748441
85.999,True,1.065972,1.100263,1.138823,1.129665,2024-01-20 22:57:52.800048,2024-01-20 17:57:52.800048,-0.24546402502612907,0.005971999999999866,-0.0011770000000002057,-3.652777777750236,-0.0003350000000004183,0.0002629999999999022,-0.8360651017219318,-62.01239916580244,-108.40411374025774,-108.3655960643907,-3.656969843110751,-331.22789444228107,-331.5571811763495,-331.62470859455755
86.999,True,1.066041,1.100194,1.138685,1.129596,2024-01-20 22:57:53.807998,2024-01-20 17:57:53.807998,-0.2782479898434695,0.006040999999999963,-0.0013150000000001771,-0.9238095238064524,-0.000404000000000293,0.00019399999999980544,-0.42621364665533634,-64.58757960220453,-76.21028194477667,-76.17176426890963,-0.949480524116818,-116.86743809499683,-118.88389516937605,-118.95142258758409
87.999,True,1.065903,1.100056,1.138892,1.129734,2024-01-20 22:57:54.799698,2024-01-20 17:57:54.799698,-0.23107403545362587,0.005902999999999992,-0.001108000000000109,-0.26666666666525685,-0.00026600000000032153,5.599999999983396e-05,-0.27317990337136716,-60.88206548488231,-64.18948140982089,-64.15096373395384,-0.29124031226832797,-65.24886666655591,-67.17912652867714,-67.24665394688519
88.999,True,1.065835,1.100056,1.138892,1.129596,2024-01-20 22:57:55.807498,2024-01-20 17:57:55.807498,-0.23439813835416254,0.005835000000000035,-0.001108000000000109,-0.16091954022919566,-0.000404000000000293,5.599999999983396e-05,-0.2593247972638594,-61.14317376771947,-63.10116282507615,-63.06264514920912,-0.1865593085107066,-56.942429885003314,-58.956433683515996,-59.02396110172405
89.999,True,1.065972,1.100194,1.138547,1.129803,2024-01-20 22:57:56.815123,2024-01-20 17:57:56.815123,-0.3215313122372736,0.005971999999999866,-0.0014530000000001486,-64.66666665277654,-0.00019700000000044682,0.00019399999999980544,-10.797817332705408,-67.98748457623785,-890.8997514840098,-890.8612338081427,-64.28274565943174,-5123.868865575597,-5093.711871548362,-5093.77939896657
90.999,True,1.065903,1.100056,1.138823,1.129871,2024-01-20 22:57:57.807248,2024-01-20 17:57:57.807248,-0.24904782056713054,0.005902999999999992,-0.0011770000000002057,-0.7671232876643994,-0.0001290000000002678,5.599999999983396e-05,-0.37201006591237235,-62.2939063055481,-71.95259067741685,-71.91407300154981,-0.7904887792962856,-104.55973424603856,-106.39509361372323,-106.46262103193128
91.999,True,1.065697,1.099988,1.138823,1.129734,2024-01-20 22:57:58.815173,2024-01-20 17:57:58.815173,-0.26039823008856205,0.005696999999999841,-0.0011770000000002057,0.04316546762627278,-0.00026600000000032153,-1.2000000000123023e-05,-0.25191123311263003,-63.185480973456556,-62.51882736099709,-62.48030968513006,0.013238424094716338,-40.91155251795627,-43.26232178736003,-43.32984920556808
92.999,True,1.065903,1.100125,1.138823,1.129665,2024-01-20 22:57:59.806948,2024-01-20 17:57:59.806948,-0.24904782056713054,0.005902999999999992,-0.0011770000000002057,-0.5952380952363834,-0.0003350000000004183,0.00012499999999993072,-0.3441577893313366,-62.2939063055481,-69.76479435197649,-69.72627667610945,-0.6197213562746289,-91.05815238081792,-92.98131253537208,-93.04883995358013
93.999,True,1.065903,1.100263,1.138892,1.129734,2024-01-20 22:58:00.814798,2024-01-20 17:58:00.814798,-0.23107403545362587,0.005902999999999992,-0.001108000000000109,-87.6666666543802,-0.00026600000000032153,0.0002629999999999022,-14.435475901380695,-60.88206548488231,-1176.6378320534536,-1176.5993143775866,-87.12287810006316,-6930.518865701563,-6887.80427475996,-6887.871802178168
94.999,True,1.065766,1.100194,1.138754,1.129596,2024-01-20 22:58:01.806473,2024-01-20 17:58:01.806473,-0.2756637168141858,0.005765999999999938,-0.0012460000000000804,-0.9238095238064524,-0.000404000000000293,0.00019399999999980544,-0.4236635377154998,-64.38458495575429,-76.00997088755251,-75.97145321168547,-0.9491863046324341,-116.86743809499683,-118.86078422887769,-118.92831164708574
95.999,True,1.065697,1.100194,1.138616,1.129734,2024-01-20 22:58:02.814298,2024-01-20 17:58:02.814298,-0.32089033155578933,0.005696999999999841,-0.0013840000000000519,-2.6944444444224285,-0.00026600000000032153,0.00019399999999980544,-0.7552059391468321,-67.93713554370726,-102.05262651998365,-102.0141088441166,-2.713455836447976,-255.95081110938176,-257.4441559529885,-257.51168337119657
96.999,True,1.065559,1.100125,1.138685,1.129665,2024-01-20 22:58:03.806298,2024-01-20 17:58:03.806298,-0.3098491988690557,0.00555899999999987,-0.0013150000000001771,-0.5952380952363834,-0.0003350000000004183,0.00012499999999993072,-0.4041553734121104,-67.06985457116433,-74.47760458152128,-74.43908690565424,-0.6266435931943031,-91.05815238081792,-93.5250542454125,-93.59258166362055
97.999,True,1.065766,1.100125,1.138685,1.129458,2024-01-20 22:58:04.813973,2024-01-20 17:58:04.813973,-0.29543922714002424,0.005765999999999938,-0.0013150000000001771,-0.29976019184611674,-0.0005420000000002645,0.00012499999999993072,-0.3420566620439779,-65.9379512918489,-69.59975080355446,-69.56123312768742,-0.33144660732843323,-67.84836306951246,-70.33733100564842,-70.40485842385647
98.999,True,1.065559,1.100056,1.138547,1.129665,2024-01-20 22:58:05.805873,2024-01-20 17:58:05.805873,-0.3538723818802356,0.00555899999999987,-0.0014530000000001486,-0.2007168458771207,-0.0003350000000004183,5.599999999983396e-05,-0.38366834669770755,-70.52787559669251,-72.86834863310493,-72.82983095723789,-0.2396999549054466,-60.06850824364783,-63.13063145782282,-63.198158876030874
99.999,True,1.065628,1.100194,1.138823,1.129665,2024-01-20 22:58:06.813698,2024-01-20 17:58:06.813698,-0.2644349584363669,0.005627999999999966,-0.0011770000000002057,-1.375886524815335,-0.0003350000000004183,0.00019399999999980544,-0.485837780766915,-63.502565985176616,-80.89375767924118,-80.85524000337413,-1.3970450547624411,-152.37808652424454,-154.04008905158975,-154.1076164697978
100.999,True,1.065559,1.100263,1.138685,1.129734,2024-01-20 22:58:07.810348,2024-01-20 17:58:07.810348,-0.3098491988690557,0.00555899999999987,-0.0013150000000001771,-87.6666666543802,-0.00026600000000032153,0.0002629999999999022,-14.513209657135773,-67.06985457116433,-1182.743818568015,-1182.705300892148,-87.131846652418,-6930.518865701563,-6888.508754547433,-6888.576281965641
101.999,True,1.065628,1.100056,1.138616,1.129734,2024-01-20 22:58:08.813373,2024-01-20 17:58:08.813373,-0.3261074458058623,0.005627999999999966,-0.0013840000000000519,-0.26666666666525685,-0.00026600000000032153,5.599999999983396e-05,-0.366956972038747,-68.34693986805048,-71.55567015364358,-71.51715247777653,-0.3020598660369301,-65.24886666655591,-68.02900247720086,-68.0965298954089
102.999,True,1.065697,1.100056,1.138823,1.129458,2024-01-20 22:58:09.805198,2024-01-20 17:58:09.805198,-0.26039823008856205,0.005696999999999841,-0.0011770000000002057,-0.11522633744811595,-0.0005420000000002645,5.599999999983396e-05,-0.277577041206884,-63.185480973456556,-64.53487658680073,-64.4963589109337,-0.14412335907127363,-53.3532288065495,-55.62308985504853,-55.690617273256585
103.999,True,1.065628,1.099919,1.138754,1.129734,2024-01-20 22:58:10.813198,2024-01-20 17:58:10.813198,-0.2843450479233484,0.005627999999999966,-0.0012460000000000804,0.23342939481245883,-0.00026600000000032153,-8.099999999999774e-05,-0.24471110725439094,-65.06650351437902,-61.95325747483241,-61.91473979896538,0.1995387197519202,-25.966321037481354,-28.628433563486666,-28.695960981694718
104.999,True,1.065628,1.100056,1.138754,1.129665,2024-01-20 22:58:11.804973,2024-01-20 17:58:11.804973,-0.2843450479233484,0.005627999999999966,-0.0012460000000000804,-0.2007168458771207,-0.0003350000000004183,5.599999999983396e-05,-0.3150601640957304,-65.06650351437902,-67.47917588971963,-67.44065821385259,-0.23178426793445497,-60.06850824364783,-62.50885424625143,-62.57638166445948
105.999,True,1.06549,1.099988,1.138823,1.129458,2024-01-20 22:58:12.812698,2024-01-20 17:58:12.812698,-0.27289589612804616,0.005489999999999995,-0.0011770000000002057,0.021660649819701498,-0.0005420000000002645,-1.2000000000123023e-05,-0.26772832068444896,-64.16717264085803,-63.76125958976347,-63.722741913896435,-0.00954940716025408,-42.60075595666244,-45.05230593243795,-45.119833350646005
106.999,True,1.065697,1.099919,1.138823,1.129527,2024-01-20 22:58:13.804548,2024-01-20 17:58:13.804548,-0.26039823008856205,0.005696999999999841,-0.0011770000000002057,0.14620938628148208,-0.0004730000000003898,-8.099999999999774e-05,-0.23521399653373992,-63.185480973456556,-61.20725942772527,-61.168741751858235,0.11561224814691082,-32.81745270758958,-35.22085790806015,-35.2883853262682
107.999,True,1.065559,1.100056,1.138754,1.129458,2024-01-20 22:58:14.812373,2024-01-20 17:58:14.812373,-0.2888940412706101,0.00555899999999987,-0.0012460000000000804,-0.11522633744811595,-0.0005420000000002645,5.599999999983396e-05,-0.3056961377651053,-65.42382694180642,-66.74363162144903,-66.70511394558199,-0.1473676071743498,-53.3532288065495,-55.877925543545174,-55.945452961753226
108.999,True,1.065697,1.099988,1.138685,1.129527,2024-01-20 22:58:15.804373,2024-01-20 17:58:15.804373,-0.300091282519461,0.005696999999999841,-0.0013150000000001771,0.02474226804146461,-0.0004730000000003898,-1.2000000000123023e-05,-0.29406483865111477,-66.30337024190366,-65.82999307604507,-65.79147540017803,-0.009584023442449671,-42.358694845342946,-45.05502504140442,-45.12255245961247
109.999,True,1.065559,1.099988,1.138616,1.129389,2024-01-20 22:58:16.812148,2024-01-20 17:58:16.812148,-0.3314970059880508,0.00555899999999987,-0.0013840000000000519,0.019261637239347824,-0.0006110000000003613,-1.2000000000123023e-05,-0.32594345987062484,-68.7702898203614,-68.33405877283758,-68.29554109697054,-0.018604555319359242,-42.78919839484922,-45.76358782033566,-45.83111523854371
110.999,True,1.065628,1.099919,1.138754,1.129458,2024-01-20 22:58:17.804048,2024-01-20 17:58:17.804048,-0.2843450479233484,0.005627999999999966,-0.0012460000000000804,0.1300160513643076,-0.0005420000000002645,-8.099999999999774e-05,-0.2614682054267293,-65.06650351437902,-63.26952753626959,-63.23100986040256,0.09679787327621228,-34.08943916533363,-36.69872705415352,-36.766254472361574
111.999,True,1.065697,1.100125,1.138754,1.129665,2024-01-20 22:58:18.811748,2024-01-20 17:58:18.811748,-0.2799370927881706,0.005696999999999841,-0.0012460000000000804,-0.5952380952363834,-0.0003350000000004183,0.00012499999999993072,-0.37463870537361454,-64.7202586385108,-72.15907030709742,-72.12055263123038,-0.6232380999169943,-91.05815238081792,-93.2575527484799,-93.32508016668794
112.999,True,1.06549,1.100056,1.138754,1.129596,2024-01-20 22:58:19.803573,2024-01-20 17:58:19.803573,-0.29359095193216433,0.005489999999999995,-0.0012460000000000804,-0.16091954022919566,-0.000404000000000293,5.599999999983396e-05,-0.31773508184636,-65.7927692742715,-67.68929067903159,-67.65077300316455,-0.1932984103365621,-56.942429885003314,-59.48579013193695,-59.553317550145
113.999,True,1.065628,1.100125,1.138823,1.129734,2024-01-20 22:58:20.811573,2024-01-20 17:58:20.811573,-0.2644349584363669,0.005627999999999966,-0.0011770000000002057,-0.8865248226920869,-0.00026600000000032153,0.00012499999999993072,-0.4065416105548638,-63.502565985176616,-74.66504350908455,-74.62652583321751,-0.9108656717881006,-113.93872482246341,-115.8506985189553,-115.91822593716334
114.999,True,1.065835,1.100125,1.138616,1.129665,2024-01-20 22:58:21.803298,2024-01-20 17:58:21.803298,-0.31094136149181245,0.005835000000000035,-0.0013840000000000519,-0.5952380952363834,-0.0003350000000004183,0.00012499999999993072,-0.40523309764499427,-67.15564394518186,-74.5622598200143,-74.52374214414726,-0.626767935908904,-91.05815238081792,-93.53482136564439,-93.60234878385243
115.999,True,1.065559,1.099919,1.138616,1.129596,2024-01-20 22:58:22.811073,2024-01-20 17:58:22.811073,-0.3314970059880508,0.00555899999999987,-0.0013840000000000519,0.16701030927824573,-0.000404000000000293,-8.099999999999774e-05,-0.30200226505344185,-68.7702898203614,-66.45347791994786,-66.41496024408082,0.1281833071052697,-31.183540206193793,-34.23340122688106,-34.30092864508911
116.999,True,1.065559,1.09985,1.138754,1.129458,2024-01-20 22:58:23.803048,2024-01-20 17:58:23.803048,-0.2888940412706101,0.00555899999999987,-0.0012460000000000804,0.21676300578037094,-0.0005420000000002645,-0.0001500000000000945,-0.2519005845883613,-65.42382694180642,-62.51799091941578,-62.479473243548746,0.18246280935512224,-27.275465895951857,-29.96974632515514,-30.03727374336319
117.999,True,1.065766,1.100125,1.138685,1.129665,2024-01-20 22:58:24.810873,2024-01-20 17:58:24.810873,-0.29543922714002424,0.005765999999999938,-0.0013150000000001771,-0.5952380952363834,-0.0003350000000004183,0.00012499999999993072,-0.3899359015093367,-65.9379512918489,-73.3606650635584,-73.32214738769136,-0.6250030179129529,-91.05815238081792,-93.39618705706245,-93.46371447527049
118.999,True,1.065628,1.09985,1.138754,1.129527,2024-01-20 22:58:25.802573,2024-01-20 17:58:25.802573,-0.2843450479233484,0.005627999999999966,-0.0012460000000000804,0.24077046548953115,-0.0004730000000003898,-0.0001500000000000945,-0.24352156016187812,-65.06650351437902,-61.859818550715524,-61.82130087484849,0.2068320514463795,-25.38967993579732,-28.055542358886886,-28.123069777094937
119.999,True,1.065697,1.099919,1.138892,1.129527,2024-01-20 22:58:26.810423,2024-01-20 17:58:26.810423,-0.24144693833082884,0.005696999999999841,-0.001108000000000109,0.14620938628148208,-0.0004730000000003898,-8.099999999999774e-05,-0.2165132408530439,-61.696857005886606,-59.7383150690066,-59.69979739313957,0.11776985271352874,-32.81745270758958,-35.05137806935231,-35.11890548756036
120.999,True,1.065766,1.100056,1.138547,1.129527,2024-01-20 22:58:27.802173,2024-01-20 17:58:27.802173,-0.3368884766984047,0.005765999999999938,-0.0014530000000001486,-0.13429256594666503,-0.0004730000000003898,5.599999999983396e-05,-0.35614557842244937,-69.19378984465969,-70.70643518508341,-70.66791750921637,-0.17177401446242724,-54.850881055110534,-57.79504883602365,-57.862576254231705
121.999,True,1.065697,1.099988,1.13841,1.129527,2024-01-20 22:58:28.810248,2024-01-20 17:58:28.810248,-0.3871439006574975,0.005696999999999841,-0.0015900000000002024,0.02474226804146461,-0.0004730000000003898,-1.2000000000123023e-05,-0.37996662117736646,-73.14135339664642,-72.57757809348213,-72.53906041761509,-0.019494964017465123,-42.358694845342946,-45.833529423571875,-45.901056841779926
122.999,True,1.065766,1.09985,1.138616,1.129389,2024-01-20 22:58:29.801973,2024-01-20 17:58:29.801973,-0.31583751711549246,0.005765999999999938,-0.0013840000000000519,0.1971090670170889,-0.0006110000000003613,-0.0001500000000000945,-0.28167259191977656,-67.54023696942194,-64.85658209529845,-64.81806441943141,0.15986916543067797,-28.819282785807662,-31.74447705542024,-31.812004473628292
123.999,True,1.065835,1.100056,1.138685,1.129596,2024-01-20 22:58:30.809748,2024-01-20 17:58:30.809748,-0.2909292035398714,0.005835000000000035,-0.0013150000000001771,-0.16091954022919566,-0.000404000000000293,5.599999999983396e-05,-0.3151085217678131,-65.5836889380569,-67.48297438486172,-67.44445670899468,-0.19299537028209954,-56.942429885003314,-59.461986335658914,-59.529513753866965
124.999,True,1.065766,1.099919,1.138616,1.129389,2024-01-20 22:58:31.801748,2024-01-20 17:58:31.801748,-0.31583751711549246,0.005765999999999938,-0.0013840000000000519,0.11705202312132329,-0.0006110000000003613,-8.099999999999774e-05,-0.2946450353126464,-67.54023696942194,-65.87556752380837,-65.83704984794133,0.0803327324913665,-35.10776358382005,-37.99206386280316,-38.05959128101121
125.999,True,1.065903,1.099988,1.13841,1.129665,2024-01-20 22:58:32.809723,2024-01-20 17:58:32.809723,-0.3686529098076235,0.005902999999999992,-0.0015900000000002024,0.03458213256514209,-0.0003350000000004183,-1.2000000000123023e-05,-0.3601256295791111,-71.68888606538883,-71.01906820343918,-70.98055052757213,-0.007613888824526974,-41.58577348700808,-44.900270967166584,-44.967798385374635
126.999,True,1.065628,1.099919,1.138547,1.129665,2024-01-20 22:58:33.801323,2024-01-20 17:58:33.801323,-0.3480239520958592,0.005627999999999966,-0.0014530000000001486,0.1947115384613383,-0.0003350000000004183,-8.099999999999774e-05,-0.3138220177568767,-70.06848143712975,-67.38191949480266,-67.34340181893562,0.15382280238061063,-29.007608653861872,-32.21941887300303,-32.28694629121108
127.999,True,1.065697,1.09985,1.138547,1.129389,2024-01-20 22:58:34.809148,2024-01-20 17:58:34.809148,-0.3423656927427554,0.005696999999999841,-0.0014530000000001486,0.1971090670170889,-0.0006110000000003613,-0.0001500000000000945,-0.3078500650652471,-69.62402516494343,-66.91282261087517,-66.87430493500813,0.15684893263551408,-28.819282785807662,-31.981716341480364,-32.049243759688416
128.999,True,1.065697,1.099919,1.138754,1.129596,2024-01-20 22:58:35.800873,2024-01-20 17:58:35.800873,-0.2799370927881706,0.005696999999999841,-0.0012460000000000804,0.16701030927824573,-0.000404000000000293,-8.099999999999774e-05,-0.251123973906064,-64.7202586385108,-62.45698815032133,-62.418470474454296,0.13405340322307607,-31.183540206193793,-33.772305176827366,-33.83983259503542
129.999,True,1.065628,1.099988,1.138754,1.129527,2024-01-20 22:58:36.808773,2024-01-20 17:58:36.808773,-0.2843450479233484,0.005627999999999966,-0.0012460000000000804,0.02474226804146461,-0.0004730000000003898,-1.2000000000123023e-05,-0.27852676927636283,-65.06650351437902,-64.60947772665831,-64.57096005079127,-0.007791314633682253,-42.358694845342946,-44.914207764475734,-44.981735182683785
130.999,True,1.065697,1.099988,1.138616,1.129665,2024-01-20 22:58:37.805348,2024-01-20 17:58:37.805348,-0.32089033155578933,0.005696999999999841,-0.0013840000000000519,0.03458213256514209,-0.0003350000000004183,-1.2000000000123023e-05,-0.3129944726117662,-67.93713554370726,-67.31691582365423,-67.27839814778719,-0.002176119290555653,-41.58577348700808,-44.473134170273134,-44.540661588481186
131.999,True,1.065628,1.100056,1.138479,1.129321,2024-01-20 22:58:38.813098,2024-01-20 17:58:38.813098,-0.3703433162893005,0.005627999999999966,-0.0015210000000001056,-0.08988764044910182,-0.0006790000000003182,5.599999999983396e-05,-0.3819627709063284,-71.82166749452456,-72.7343756546921,-72.69585797882506,-0.13146668768279818,-51.36287415727694,-54.6289083174838,-54.69643573569185
132.999,True,1.065697,1.09985,1.138685,1.129527,2024-01-20 22:58:39.800123,2024-01-20 17:58:39.800123,-0.300091282519461,0.005696999999999841,-0.0013150000000001771,0.24077046548953115,-0.0004730000000003898,-0.0001500000000000945,-0.2590596295366301,-66.30337024190366,-63.080333900102296,-63.04181622423526,0.2050393426376121,-25.38967993579732,-28.196359635815565,-28.263887054023616
133.999,True,1.065559,1.099988,1.138547,1.129458,2024-01-20 22:58:40.808198,2024-01-20 17:58:40.808198,-0.3538723818802356,0.00555899999999987,-0.0014530000000001486,0.021660649819701498,-0.0005420000000002645,-1.2000000000123023e-05,-0.34763429729499445,-70.52787559669251,-70.03787405252181,-69.99935637665477,-0.018768580063140847,-42.60075595666244,-45.77647196395971,-45.84399938216776
134.999,True,1.065766,1.099919,1.138616,1.129734,2024-01-20 22:58:41.800073,2024-01-20 17:58:41.800073,-0.31583751711549246,0.005765999999999938,-0.0013840000000000519,0.23342939481245883,-0.00026600000000032153,-8.099999999999774e-05,-0.2757872460038148,-67.54023696942194,-64.39428817359966,-64.35577049773262,0.1959533021343946,-25.966321037481354,-28.9100681173433,-28.97759553555135
135.999,True,1.065697,1.099988,1.138547,1.129596,2024-01-20 22:58:42.807848,2024-01-20 17:58:42.807848,-0.3423656927427554,0.005696999999999841,-0.0014530000000001486,0.028846153846420728,-0.000404000000000293,-1.2000000000123023e-05,-0.33511538751542214,-69.62402516494343,-69.0545136893364,-69.01599601346936,-0.01031976681080525,-42.03633461536364,-45.11281768298875,-45.1803451011968
136.999,True,1.065697,1.099712,1.138341,1.129596,2024-01-20 22:58:43.799398,2024-01-20 17:58:43.799398,-0.410846953937636,0.005696999999999841,-0.001659000000000077,0.41618497109814534,-0.000404000000000293,-0.000288000000000066,-0.339926944489837,-75.00322823180132,-69.4324614896767,-69.39394381380966,0.3667035945252942,-11.61087052024068,-15.497632650038135,-15.565160068246186
137.999,True,1.065697,1.099919,1.138616,1.129458,2024-01-20 22:58:44.807448,2024-01-20 17:58:44.807448,-0.32089033155578933,0.005696999999999841,-0.0013840000000000519,0.1300160513643076,-0.0005420000000002645,-8.099999999999774e-05,-0.2975303604095494,-67.93713554370726,-66.10220981017011,-66.06369213430307,0.09263719273465887,-34.08943916533363,-37.02554851069254,-37.09307592890059
138.999,True,1.065421,1.09985,1.138547,1.129458,2024-01-20 22:58:45.815148,2024-01-20 17:58:45.815148,-0.36617943548393156,0.005420999999999898,-0.0014530000000001486,0.21676300578037094,-0.0005420000000002645,-0.0001500000000000945,-0.32816426589018266,-71.49459465726282,-68.50850308567385,-68.46998540980681,0.1736638672239356,-27.275465895951857,-30.660903229559857,-30.728430647767908
139.999,True,1.065421,1.099919,1.138341,1.129389,2024-01-20 22:58:46.807298,2024-01-20 17:58:46.807298,-0.4409888357257193,0.005420999999999898,-0.001659000000000077,0.11705202312132329,-0.0006110000000003613,-8.099999999999774e-05,-0.41814185349084604,-77.37087304625524,-75.57624259170596,-75.53772491583892,0.06608425486759217,-35.10776358382005,-39.11128178015063,-39.17880919835868
140.999,True,1.065284,1.099712,1.138754,1.129389,2024-01-20 22:58:47.815023,2024-01-20 17:58:47.815023,-0.30856859831603595,0.005283999999999844,-0.0012460000000000804,0.3203559510566508,-0.0006110000000003613,-0.000288000000000066,-0.25452884313707824,-66.96926339772463,-62.7244406284175,-62.68592295255046,0.2831421413886487,-19.138240044500073,-22.06138479392164,-22.12891221212969
141.999,True,1.065559,1.099988,1.138685,1.129321,2024-01-20 22:58:48.806748,2024-01-20 17:58:48.806748,-0.3098491988690557,0.00555899999999987,-0.0013150000000001771,0.01736613603489922,-0.0006790000000003182,-1.2000000000123023e-05,-0.30488898377691176,-67.06985457116433,-66.68022967567642,-66.64171199980937,-0.018023127238977726,-42.93809001445866,-45.717916644621695,-45.78544406282975
142.733,False,2.058543,1.92682,1.676319,1.801088,2024-01-20 22:58:49.542323,2024-01-20 17:58:49.542323,0.3494248994372132,0.9985429999999997,0.5363189999999998,0.5519831658553129,0.6710879999999997,0.8268199999999999,0.4322988544618481,-15.283874149206904,-8.774124982021833,-8.735594049872569,0.5881756441286825,-0.9439223220651651,1.8989968463080151,1.8314904011101998
142.999,True,1.065559,1.09985,1.138479,1.129389,2024-01-20 22:58:49.814423,2024-01-20 17:58:49.814423,-0.3766716196137183,0.00555899999999987,-0.0015210000000001056,0.1971090670170889,-0.0006110000000003613,-0.0001500000000000945,-0.3417024675829759,-72.31875572065758,-69.57192882864275,-69.53341115277571,0.15294320286125496,-28.819282785807662,-32.288511415248415,-32.356038833456466
143.999,True,1.065628,1.099919,1.138685,1.129527,2024-01-20 22:58:50.806223,2024-01-20 17:58:50.806223,-0.30489218641322546,0.005627999999999966,-0.0013150000000001771,0.14620938628148208,-0.0004730000000003898,-8.099999999999774e-05,-0.27911974275579127,-66.68048124275886,-64.6560557934674,-64.61753811760036,0.11054661121934789,-32.81745270758958,-35.618763688720215,-35.686291106928266
